;link;id;employer;name;salary;experience;schedule;schedule_dop;key;description
10;https://spb.hh.ru/vacancy/92604986;92604986;Пекарь день или ночь (метро Строгино);Кофемания;;Требуемый опыт работы: не требуется;Полная занятость, полный день;;[];"Рестораны        Служба технического         обслуживания и ремонта      ПроизводствоРаспределительный центрОфисТранспортная службаУчебный центрКофемания – это 22 года успешной работы на рынке, собственное современное производство и технологичные цеха, где стабильно работает команда профессионалов, влюблённых в своё дело! Что мы предлагаем:  Стабильный доход, оформление по ТК РФ (оплата отпуска и больничного) Компенсация проезда до место работы: кондитерский цех ""Кофемании"", м. Строгино; Много бонусов: 3х разовое питание, бесплатная медицинская книжка и форма, корпоративные скидки; График ДЕНЬ 2/2 с 8:00 до 20:00 или НОЧЬ График 2/2 с 17:00 до 05:00 Комфортные условия труда: столовая, душевые, раздевалки, шкафчики; Современное и высокотехнологичное оборудование; Реальный карьерный рост.  Что предстоит делать:  Готовить выпечку по установленной рецептуре: хлеб, булочки, круассаны; Соблюдать санитарные нормы и правила.  Наши пожелания кандидатам:  Опыт работы со слоеным тестом будет преимуществом;  Приведи в компанию друзей и получи 20 000 рублей за каждого сотрудника. Присоединяйтесь к нашей команде! Наша вакансия также подойдет вам, если вы искали: работа повар, пекарь, кондитер, кондитер-скульптор, шоколатье, скульптор, пиццайоло, тестомес, тестовод, булочник, хлебопёк, грильщик, заготовщик, повар горячего цеха (г.ц.), повар холодного цеха (х.ц.), су-шеф, работа на супах, мясника, М/Ц, Жиловщик, Обвальщик, Рубщик, сушиста, помощник повара, повар без опыта, кейтеринг, повар в компаниях: White Rabbit Family, Lucky group, Буше, kosmos kitchen, Novikov Group, She, Ресторанный Холдинг Тигрус, Alba group, ПушкинЪ, Гудман, I Love Cake, Брусника, Северянине, Доктор Живаго, Сибирь, Osteria Mario, Пятерочка, Перекресток, Ашан, Вкусвилл, Магнит, Лента, Глобус, Окей, Азбука Вкуса, Мираторг, Велком, Мясокомбинат, Мясной дом, Рублевские колбасы, Ремит, Черкизово, Петелинка, Троекурово, Дымов, Останкино, Коломенское, Мясновъ, Мясной гурман, Мясницкий ряд, Русагро.  Ждём в команду!          ООО «Азарика» представляет бренд Кофемания"
11;https://spb.hh.ru/vacancy/100218042;100218042;Менеджер по продаже оборудования (входящие заявки);kosmolik;;Требуемый опыт работы: 1–3 года;Полная занятость, полный день;Возможно временное оформление: договор услуг, подряда, ГПХ, самозанятые, ИП;['B2B Продажи', 'Телефонные переговоры', 'Деловое общение', 'Деловая переписка', 'Проведение презентаций', 'Заключение договоров', 'работа с текущей базой клиентов', 'Обучаемость'];"Компания kosmo lik – Быстрорастущая компания на рынке косметологического оборудования для салонов красоты. широко представлены в сети интернет, за счет чего осуществляем продажи по всей России и за рубеж. Мы не останавливаемся на достигнутом и активно развиваемся, поэтому сейчас в связи с расширением мы ищем в свою команду менеджеров по продажам оборудования для красоты и эстетики тела. Если для Вас важно быть частью команды молодых, энергичных, жаждущих людей, гордиться Компанией, в которой работаете, Вы цените стабильность и уверенность в завтрашнем дне - то приглашаем Вас к нам в команду.   Твоя работа:  Обработка только входящих обращений. Подбор оборудования, аналогов, комплектация. Подготовка коммерческих предложений Правильное и своевременное заполнение информации по клиентам в СРМ-системе. Проведение переговоров с ключевыми клиентами Прием и обработка входящих обращений (соц.сети, электронные письма, онлайн-консультант) Первичное консультирование клиентов по продуктам компании; Посещение выставок, конференций, салонов красоты (по необходимости).    Наши ожидания:  Опыт работы в продажах (товары, b2b) не менее 1 года Знание товаров, оборудования. Знание навыков и техник продаж, умение работать с возражениями и закрывать сделки. Уверенный пользователь ПК. Ответственность и организованность. Усидчивость, исполнительность Умение слушать и слышать клиента Результативность и системность Возьмем только лучших менеджеров с опытом в продажах! Стеснительным и Неуверенным в себе не звонить!  Условия:  Удобный офис недалеко от станции метро Отрадное График с 10-00 до 19-00 или с 9-00 до 18-00 (2 плавающих выходных, 1 раз в месяц, остальные дни сб., вс выходные) Оклад  + kpi, Средний доход менеджера от 120 000 рублей..Специалисты которые не сидят, быстро обучаются и сразу приступают к продажам с 1 месяца выходят на стабильный доход.  Почему стоит выбрать нашу вакансию:  Перспектива стать руководителем отдела! Так как отдел новый, по истечении 6 месяцев лучший сотрудник - станет руководителем! Компания предоставляет обучение и тренинги в удобной форме Возможность хорошо зарабатывать, Качественный, полезный Товар, Помогаем людям открыть свой бизнес Отзывчивое, Лояльное руководство Дружный молодой, коллектив  Если Вас заинтересовала Наша вакансия: оставьте отклик на вакансию (резюме с фото обязательно)"
12;https://spb.hh.ru/vacancy/94448077;94448077;Воспитатель детей дошкольного возраста;Космо Кидс (ИП Григорьева Яна Владимировна);от 80 000 ₽ на руки;Требуемый опыт работы: 1–3 года;Полная занятость, полный день;;['Детская психология', 'Обучение и развитие', 'Английский язык', 'Организация учебного процесса', 'Организация мероприятий', 'Возрастная психология'];"Kosmo Kids — это детские сады премиум-класса, в основе которых лежит стремление помочь ребенку развиваться во всех сферах с учетом пребывания в двуязычной среде.Kosmo Kids — уникальная команда профессионалов.Опыт, мастерство, творческий подход к делу — качества, которыми обладает каждый из нас. Наша цель — создать максимально эффективную среду для развития детей, помочь им понять, что учиться — это интересно.В связи с открытием нового филиала в Санкт-Петербурге, мы в поиске ""Воспитателя""Обязанности:Присмотр и уход за дошкольникамиПроведение образовательных занятийОрганизация и проведение утренников, проектовРабота с родителямиТребования:Педагогическое (психологическое или логопедическое профильное) образованиеОпыт работы с детьми от 3 летЗнание английского языка приветствуетсяЗнание Закона ""Об образовании"", требований ФГОС дошкольного образования, основных программ дошкольного образования и других нормативных документов по подготовке детей к школеНавыки работы с родителямиУмение работать в коллективеНаличие мед книжки обязательноУсловия:Место работы: Ст. м. ФрунзенскаяЗП оклад + премии, средний совокупный доход от 80 000 руб.График 5/2 с 8.00-20.00Рассматриваем соискателей на полную ставку и на половину ставки.Присоединяйтесь к нам, чтобы стать частью нашей команды!"
13;https://spb.hh.ru/vacancy/94483858;94483858;Менеджер по продажам, работе с клиентами и партнерами;INTEC;от 55 000 ₽ на руки;Требуемый опыт работы: не требуется;Полная занятость, полный день;;['Активные продажи', 'B2B Продажи', 'Подготовка коммерческих предложений', 'Развитие продаж', 'Телефонные переговоры', 'Деловое общение', 'Заключение договоров', 'Деловая коммуникация', 'Проведение презентаций'];Наш бизнес растет, и мы приглашаем в команду менеджера по продажам и работе с клиентами. Что ты получишь от сотрудничества:  стабильно высокий уровень дохода - оклад + % + премия корпоративное обучение от лидеров рынка разработки программных продуктов наставничество профессиональных коллег и опытных экспертов возможность реализовать карьеру в любом направлении - работа с клиентами, управление проектами, интернет-маркетинг, разработка программного обеспечения клиенты приходят сами - их не нужно искать, только профессионально обслуживать работа с востребованными, качественными и высокодоходными программными продуктами позитивный, открытый и дружелюбный коллектив, нацеленный на совместное развитие корпоративные праздники и совместный отдых современный офис в центре города  Чем ты будешь заниматься:  продажи консультирование «входящих» клиентов подготовка комплекта документов работа над проектами - взаимодействие с клиентами, сбор требований, контроль этапов выполнения проекта, сдача проекта, подписание актов взаимодействие с клиентами по цифровым каналам коммуникации - деловая переписка по email, whatsаpp подготовка коммерческих предложений работа в программах учета - 1С, Битрикс24 (обучим, если нет опыта)  Что требуется от тебя:  грамотная устная и письменная речь, хорошая дикция коммуникабельность и умение выстраивать с людьми правильные деловые отношения стремление к самообучению и саморазвитию способность к обучению, умение быстро усваивать новую информацию самостоятельность и самоорганизованность  Как попасть в нашу команду: - откликнуться на вакансию, либо связаться по WhatsАpp, email или Тelegram (см. контактная информация) - пройти интервью с HR-менеджером и руководителем О группе компаний INTEC Группа компаний INTEC с 2006 года работает в сфере разработки программного обеспечения для бизнеса и услуг интернет-маркетинга. Продукты компании INTEC: ⁃ INTEC.Universe & Kosmos - Линейка готовых сайтов и интернет-магазинов на платформе 1С-Битрикс⁃ Инсайдер - система мониторинга, контроля и комплексной оценки эффективности работы сотрудников за компьютером⁃ Digital - маркетинг, объединяющий ключевые каналы коммуникации в комплексный продукт для продвижения B2B продуктов и услуг наших клиентов на рынок Результаты и достижения: ⁃ 18 летний опыт работы в сфере разработки ПО и интернет-маркетинга⁃ ТОП-3 рейтинга компаний Битрикс24 в номинациях: лидер продаж и лучший автор готовых решений⁃ Победитель конкурса ИТ-продуктов - Лучший проект в сфере информационной безопасности⁃ 50 высококвалифицированных специалистов в штате⁃ Более 10 000 довольных клиентов по всей России и странам СНГ
14;https://spb.hh.ru/vacancy/97404271;97404271;Помощник Кондитера;Кофемания;от 54 000 ₽ на руки;Требуемый опыт работы: не требуется;Полная занятость, сменный график;;['Общественное питание', 'технологические карты', 'Поварское дело'];"Рестораны        Служба технического         обслуживания и ремонта      ПроизводствоРаспределительный центрОфисТранспортная службаУчебный центрЧто мы предлагаем:  Обучение у известного московского шеф-кондитера - Елены Железняковой; Стабильный доход, оформление по ТК РФ (оплата отпуска и больничного) Компенсация проезда до место работы: кондитерский цех ""Кофемании"", м. Строгино; Много бонусов: бесплатное 3-х разовое питание, медицинская книжка и форма, корпоративные скидки; График (2/2, ); Комфортные условия труда: столовая, душевые, раздевалки, шкафчики; Современное и высокотехнологичное оборудование; Реальный карьерный рост; Работа с лучшими продуктами со всего мира; Реферальная программа ""Приведи друга""; Корпоративная скидка в наших ресторанах и спецпредложения у компаний-партнеров  Что вам потребуется:  Готовность работать в команде; Желание расти и развиваться в профессии кондитер;  Профильное образование желательно.   Стань частью самой известной и успешной команды ресторанов Кофемания! Приведи в компанию друзей и получи 20 000 рублей за каждого сотрудника.   Наша вакансия также подойдет вам, если вы искали: работа повар, пекарь, кондитер, кондитер-скульптор, шоколатье, скульптор, пиццайоло, тестомес, тестовод, булочник, хлебопёк, грильщик, заготовщик, повар горячего цеха (г.ц.), повар холодного цеха (х.ц.), су-шеф, работа на супах, мясника, М/Ц, Жиловщик, Обвальщик, Рубщик, сушиста, помощник повара, повар без опыта, кейтеринг, повар в компаниях: White Rabbit Family, Lucky group, Буше, kosmos kitchen, Novikov Group, She, Ресторанный Холдинг Тигрус, Alba group, ПушкинЪ, Гудман, I Love Cake, Брусника, Северянине, Доктор Живаго, Сибирь, Osteria Mario, Пятерочка, Перекресток, Ашан, Вкусвилл, Магнит, Лента, Глобус, Окей, Азбука Вкуса, Мираторг, Велком, Мясокомбинат, Мясной дом, Рублевские колбасы, Ремит, Черкизово, Петелинка, Троекурово, Дымов, Останкино, Коломенское, Мясновъ, Мясной гурман, Мясницкий ряд, Русагро.Ждём в команду!          ООО «Азарика» представляет бренд Кофемания"
15;https://spb.hh.ru/vacancy/99153271;99153271;Кондитер-скульптор;Кофемания;от 70 000 ₽ на руки;Требуемый опыт работы: не требуется;Полная занятость, сменный график;;[];"Рестораны        Служба технического         обслуживания и ремонта      ПроизводствоРаспределительный центрОфисТранспортная службаУчебный центрКофемания более 22 лет задаёт тренды на рынке, а наши профессионалы работают на самом технологичном производстве с лучшим мировым оборудованием и ингредиентами. В кондитерском ателье премиум-класса Cake Buro от «Кофемании» во главе с Шеф-кондитером №1 в Москве – Еленой Железняковой, ты сможешь работать в команде лучших в своём деле! Что мы предлагаем:  Обучение у известного московского шеф-кондитера - Елены Железняковой; Стабильный доход, оформление по ТК РФ (оплата отпуска и больничного) Компенсация проезда до место работы: кондитерский цех ""Кофемании"", м. Строгино; Много бонусов: бесплатное 3-х разовое питание, медицинская книжка и форма, корпоративные скидки; График (2/2,); Комфортные условия труда: столовая, душевые, раздевалки, шкафчики; Современное и высокотехнологичное оборудование; Реальный карьерный рост; Работа с лучшими продуктами со всего мира; Реферальная программа ""Приведи друга""; Корпоративная скидка в наших ресторанах и спецпредложения у компаний-партнеров.  Что вам нужно делать:  Оформление авторских кондитерских изделий; Лепка фигур для тортов; Соблюдать санитарные нормы и правила; Уважительно и бережно относиться к продуктам, оборудованию и коллегам.  Что вам потребуется:  Готовность работать в команде; Желание расти и развиваться в профессии кондитер;  Профильное образование желательно.   Стань частью самой известной и успешной команды ресторанов Кофемания! Приведи в компанию друзей и получи 20 000 рублей за каждого сотрудника.   Наша вакансия также подойдет вам, если вы искали: работа повар, пекарь, кондитер, кондитер-скульптор, шоколатье, скульптор, пиццайоло, тестомес, тестовод, булочник, хлебопёк, грильщик, заготовщик, повар горячего цеха (г.ц.), повар холодного цеха (х.ц.), су-шеф, работа на супах, мясника, М/Ц, Жиловщик, Обвальщик, Рубщик, сушиста, помощник повара, повар без опыта, кейтеринг, повар в компаниях: White Rabbit Family, Lucky group, Буше, kosmos kitchen, Novikov Group, She, Ресторанный Холдинг Тигрус, Alba group, ПушкинЪ, Гудман, I Love Cake, Брусника, Северянине, Доктор Живаго, Сибирь, Osteria Mario, Пятерочка, Перекресток, Ашан, Вкусвилл, Магнит, Лента, Глобус, Окей, Азбука Вкуса, Мираторг, Велком, Мясокомбинат, Мясной дом, Рублевские колбасы, Ремит, Черкизово, Петелинка, Троекурово, Дымов, Останкино, Коломенское, Мясновъ, Мясной гурман, Мясницкий ряд, РусагроЖдём в команду!          ООО «Азарика» представляет бренд Кофемания"
16;https://spb.hh.ru/vacancy/90659123;90659123;Кондитер в ночь (м.Строгино);Кофемания;;Требуемый опыт работы: не требуется;Полная занятость, сменный график;;['Работа в команде', 'Креативность', 'Грамотная речь', 'Электронная почта'];"Рестораны        Служба технического         обслуживания и ремонта      ПроизводствоРаспределительный центрОфисТранспортная службаУчебный центрКофемания более 22 лет задаёт тренды на рынке, а наши профессионалы работают на самом технологичном производстве с лучшим мировым оборудованием и ингредиентами. В кондитерском ателье премиум-класса Cake Buro от «Кофемании» во главе с Шеф-кондитером №1 в Москве – Еленой Железняковой, ты сможешь работать в команде лучших в своём деле! Что мы предлагаем:  Вакансия располагается - МЕТРО СТРОГИНО Обучение у известного московского шеф-кондитера - Елены Железняковой; Стабильный доход, оформление по ТК РФ (оплата отпуска и больничного) Компенсация проезда до место работы: кондитерский цех ""Кофемании"", м. Строгино; Много бонусов: бесплатное 3-х разовое питание, медицинская книжка и форма, корпоративные скидки; График НОЧЬ 2/2 с 21.00 до 09.00; Комфортные условия труда: столовая, зоны отдыха, душевые, раздевалки, шкафчики; Современное и высокотехнологичное оборудование; Реальный карьерный рост; Работа с лучшими продуктами со всего мира; Реферальная программа ""Приведи друга""; Корпоративная скидка в наших ресторанах и спецпредложения у компаний-партнеров.  Что вам нужно делать:  Качественное приготовление кондитерской продукции согласно установленной рецептуре; Соблюдать санитарные нормы и правила; Уважительно и бережно относиться к продуктам, оборудованию и коллегам.  Что вам потребуется:  Готовность работать в команде; Желание расти и развиваться в профессии кондитер; Профильное образование будет преимуществом.    Стань частью самой известной и успешной команды ресторанов Кофемания! Приведи в компанию друзей и получи 20 000 рублей за каждого сотрудника.   Наша вакансия также подойдет вам, если вы искали: работа повар, пекарь, кондитер, кондитер-скульптор, шоколатье, скульптор, пиццайоло, тестомес, тестовод, булочник, хлебопёк, грильщик, заготовщик, повар горячего цеха (г.ц.), повар холодного цеха (х.ц.), су-шеф, работа на супах, мясника, М/Ц, Жиловщик, Обвальщик, Рубщик, сушиста, помощник повара, повар без опыта, кейтеринг, повар в компаниях: White Rabbit Family, Lucky group, Буше, kosmos kitchen, Novikov Group, She, Ресторанный Холдинг Тигрус, Alba group, ПушкинЪ, Гудман, I Love Cake, Брусника, Северянине, Доктор Живаго, Сибирь, Osteria Mario, Пятерочка, Перекресток, Ашан, Вкусвилл, Магнит, Лента, Глобус, Окей, Азбука Вкуса, Мираторг, Велком, Мясокомбинат, Мясной дом, Рублевские колбасы, Ремит, Черкизово, Петелинка, Троекурово, Дымов, Останкино, Коломенское, Мясновъ, Мясной гурман, Мясницкий ряд, Русагро.Ждём в команду!          ООО «Азарика» представляет бренд Кофемания"
17;https://spb.hh.ru/vacancy/99926228;99926228;Младший кондитер;Кофемания;от 54 000 ₽ на руки;Требуемый опыт работы: не требуется;Полная занятость, сменный график;;['Работа в команде', 'Поварское дело', 'Грамотная речь', 'технологические карты'];"Рестораны        Служба технического         обслуживания и ремонта      ПроизводствоРаспределительный центрОфисТранспортная службаУчебный центрЧто мы предлагаем:  Обучение у известного московского шеф-кондитера - Елены Железняковой; Стабильный доход, оформление по ТК РФ (оплата отпуска и больничного) Компенсация проезда до место работы: кондитерский цех ""Кофемании"", м. Строгино; Много бонусов: бесплатное 3-х разовое питание, медицинская книжка и форма, корпоративные скидки; График (2/2, ); Комфортные условия труда: столовая, душевые, раздевалки, шкафчики; Современное и высокотехнологичное оборудование; Реальный карьерный рост; Работа с лучшими продуктами со всего мира; Реферальная программа ""Приведи друга""; Корпоративная скидка в наших ресторанах и спецпредложения у компаний-партнеров  Что вам потребуется:  Готовность работать в команде; Желание расти и развиваться в профессии кондитер;  Профильное образование желательно.   Стань частью самой известной и успешной команды ресторанов Кофемания! Приведи в компанию друзей и получи 20 000 рублей за каждого сотрудника.   Наша вакансия также подойдет вам, если вы искали: работа повар, пекарь, кондитер, кондитер-скульптор, шоколатье, скульптор, пиццайоло, тестомес, тестовод, булочник, хлебопёк, грильщик, заготовщик, повар горячего цеха (г.ц.), повар холодного цеха (х.ц.), су-шеф, работа на супах, мясника, М/Ц, Жиловщик, Обвальщик, Рубщик, сушиста, помощник повара, повар без опыта, кейтеринг, повар в компаниях: White Rabbit Family, Lucky group, Буше, kosmos kitchen, Novikov Group, She, Ресторанный Холдинг Тигрус, Alba group, ПушкинЪ, Гудман, I Love Cake, Брусника, Северянине, Доктор Живаго, Сибирь, Osteria Mario, Пятерочка, Перекресток, Ашан, Вкусвилл, Магнит, Лента, Глобус, Окей, Азбука Вкуса, Мираторг, Велком, Мясокомбинат, Мясной дом, Рублевские колбасы, Ремит, Черкизово, Петелинка, Троекурово, Дымов, Останкино, Коломенское, Мясновъ, Мясной гурман, Мясницкий ряд, Русагро.Ждём в команду!          ООО «Азарика» представляет бренд Кофемания"
18;https://spb.hh.ru/vacancy/99153590;99153590;;;;;;;[];"Рестораны        Служба технического         обслуживания и ремонта      ПроизводствоРаспределительный центрОфисТранспортная службаУчебный центрКофемания – это 22 года успешной работы на рынке, собственное современное производство и технологичные цеха, где стабильно работает команда профессионалов, влюблённых в своё дело! Что мы предлагаем:  Стабильный доход, оформление по ТК РФ (оплата отпуска и больничного) Компенсация проезда до место работы: кондитерский цех ""Кофемании"", м. Строгино; Много бонусов: 3х разовое питание, бесплатная медицинская книжка и форма, корпоративные скидки; График ДЕНЬ 2/2 с 8:00 до 20:00 или НОЧЬ График 2/2 с 17:00 до 05:00 Комфортные условия труда: столовая, душевые, раздевалки, шкафчики; Современное и высокотехнологичное оборудование; Реальный карьерный рост.  Что предстоит делать:  Готовить выпечку по установленной рецептуре: хлеб, булочки, круассаны; Соблюдать санитарные нормы и правила.  Наши пожелания кандидатам:  Опыт работы со слоеным тестом будет преимуществом;  Приведи в компанию друзей и получи 20 000 рублей за каждого сотрудника. Присоединяйтесь к нашей команде! Наша вакансия также подойдет вам, если вы искали: работа повар, пекарь, кондитер, кондитер-скульптор, шоколатье, скульптор, пиццайоло, тестомес, тестовод, булочник, хлебопёк, грильщик, заготовщик, повар горячего цеха (г.ц.), повар холодного цеха (х.ц.), су-шеф, работа на супах, мясника, М/Ц, Жиловщик, Обвальщик, Рубщик, сушиста, помощник повара, повар без опыта, кейтеринг, повар в компаниях: White Rabbit Family, Lucky group, Буше, kosmos kitchen, Novikov Group, She, Ресторанный Холдинг Тигрус, Alba group, ПушкинЪ, Гудман, I Love Cake, Брусника, Северянине, Доктор Живаго, Сибирь, Osteria Mario, Пятерочка, Перекресток, Ашан, Вкусвилл, Магнит, Лента, Глобус, Окей, Азбука Вкуса, Мираторг, Велком, Мясокомбинат, Мясной дом, Рублевские колбасы, Ремит, Черкизово, Петелинка, Троекурово, Дымов, Останкино, Коломенское, Мясновъ, Мясной гурман, Мясницкий ряд, Русагро.Ждём в команду!          ООО «Азарика» представляет бренд Кофемания"
19;https://spb.hh.ru/vacancy/94762254;94762254;;;;;;;[];
20;https://spb.hh.ru/vacancy/99578892;99578892;Врач-косметолог;Центр косметологии KOSMOS;от 100 000 ₽ на руки;Требуемый опыт работы: 1–3 года;Полная занятость, сменный график;Возможно временное оформление: договор услуг, подряда, ГПХ, самозанятые, ИП;['Клиентоориентированность', 'Ответственность'];Центр косметологии KOSMOS развивается с реактивной скоростью   В нашей команде 9 человек, студия работала более 3 лет и переросла в Центр косметологии   Нам доверяют более 2000 клиентов!   Новые комфортные кабинеты, и оборудование   Для нас в приоритете качество оказываемых нами услуг и наши довольные пациенты.   Мы искренне любим то, что делаем❤️   В связи с развитием Центра в нашу команду мы ищем Врача-косметолога универсала   Обязанности: •Владение основными и современными методами контурной пластики с применением препаратов гиалуроновой к-ты, ботулотоксинов, владение аппаратными методиками приветствуется.   •Проведение уходовых процедур по коже лица, пилинги, эпиляция, подбор домашнего ухода Требования: •Высшее медицинское образование •Опыт работы не менее 1,5 года •Знание стандартов, протоколов, норм. •Обладание грамотной речью, умение расположить к себе •Пунктуальность, ответственность за результат   Условия: • График работы 2/2 с 10 до 20 •Первые 2 месяца выплачивается страховочный выход •Оплата труда очень достойная , % от стоимости процедуры
21;https://spb.hh.ru/vacancy/99466261;99466261;Воспитатель детей дошкольного возраста со знанием английского языка;Космо Кидс (ИП Григорьева Яна Владимировна);от 90 000 ₽ на руки;Требуемый опыт работы: 3–6 лет;Полная занятость, полный день;;['Детская психология', 'Обучение и развитие', 'Английский язык', 'Организация учебного процесса', 'Организация мероприятий', 'Английский\xa0— B2 — Средне-продвинутый'];"Kosmo Kids — это детские сады премиум-класса, в основе которых лежит стремление помочь ребенку развиваться во всех сферах с учетом пребывания в двуязычной среде. Kosmo Kids — уникальная команда профессионалов. Опыт, мастерство, творческий подход к делу — качества, которыми обладает каждый из нас. Наша цель — создать максимально эффективную среду для развития детей, помочь им понять, что учиться — это интересно. В связи с открытием нового филиала в Санкт-Петербурге, мы в поиске ""Воспитателя со знанием английского языка"". Обязанности: Присмотр и уход за дошкольниками  Проведение образовательных занятий Организация и проведение утренников, проектов Работа с родителями Требования: Педагогическое (филологическое или логопедическое профильное) образование Знание английского языка Опыт работы с детьми от 3 лет Знание английского языка приветствуется Знание Закона ""Об образовании"", требований ФГОС дошкольного образования, основных программ дошкольного образования и других нормативных документов по подготовке детей к школе Навыки работы с родителями Умение работать в коллективе Наличие мед книжки обязательно Условия:​​​​​​​ Место работы: Ст. м. Фрунзенская ЗП оклад + премии, средний совокупный доход от 90 000 руб. График 5/2 с 8.00-20.00 или с 14.00 до 20.00 на неполный день. Рассматриваем соискателей на полную ставку и на половину ставки. Присоединяйтесь к нам, чтобы стать частью нашей команды!"
22;https://spb.hh.ru/vacancy/90805342;90805342;Шоколатье в кондитерский цех (м. Строгино);Кофемания;;Требуемый опыт работы: 1–3 года;Полная занятость, сменный график;;['Работа в команде', 'Креативность', 'Грамотная речь', 'Электронная почта'];"Рестораны        Служба технического         обслуживания и ремонта      ПроизводствоРаспределительный центрОфисТранспортная службаУчебный центрКофемания более 22 лет задаёт тренды на рынке, а наши профессионалы работают на самом технологичном производстве с лучшим мировым оборудованием и ингредиентами. В кондитерском ателье премиум-класса Cake Buro от «Кофемании» во главе с Шеф-кондитером №1 в Москве – Еленой Железняковой, ты сможешь работать в команде лучших в своём деле!   Что мы предлагаем:  Возможность карьерного роста; Работа с лучшими продуктами со всего мира; Оформление по ТК РФ; График сменный: 2/2 по 12 часов, с 9-00 до 21-00; Заработная плата вовремя и без задержек; Комфортные условия труда (столовая, шкафчики, раздевалки, душевые); Бесплатное 3-х разовое питание; Качественная и удобная форма; Корпоративная скидка в наших ресторанах и спецпредложения у компаний-партнеров; Производство находится у метро Строгино.  Что вам нужно делать:  Качественное приготовление кондитерской продукции согласно установленной рецептуре; Соблюдать санитарные нормы и правила; Уважительно и бережно относиться к продуктам, оборудованию и коллегам.  Что вам потребуется:  Готовность работать в команде; Желание расти и развиваться в профессии кондитер; Профильное образование будет преимуществом.    Стань частью самой известной и успешной команды ресторанов Кофемания! Приведи в компанию друзей и получи 20 000 рублей за каждого сотрудника.   Наша вакансия также подойдет вам, если вы искали: работа повар, пекарь, кондитер, кондитер-скульптор, шоколатье, скульптор, пиццайоло, тестомес, тестовод, булочник, хлебопёк, заготовщик, повар горячего цеха (г.ц.), повар холодного цеха (х.ц.), су-шеф, помощник повара, повар без опыта, кейтеринг, повар в компаниях: White Rabbit Family, Lucky group, Буше, kosmos kitchen, Novikov Group, She, Ресторанный Холдинг Тигрус, Alba group, ПушкинЪ, Гудман, I Love Cake, Брусника, Северянине, Доктор Живаго, Сибирь, Osteria Mario, Пятерочка, Перекресток, Ашан, Вкусвилл, Магнит, Лента, Глобус, Окей, Азбука Вкуса, Мираторг, Велком, Мясокомбинат, Мясной дом, Рублевские колбасы, Ремит, Черкизово, Петелинка, Троекурово, Дымов, Останкино, Коломенское, Мясновъ, Мясной гурман, Мясницкий ряд, Русагро.Ждём в команду!          ООО «Азарика» представляет бренд Кофемания"
23;https://spb.hh.ru/vacancy/91538206;91538206;Кондитер в кондитерское ателье Cake Buro;Кофемания;от 59 400 до 64 800 ₽ на руки;Требуемый опыт работы: не требуется;Полная занятость, полный день;;[];"Рестораны        Служба технического         обслуживания и ремонта      ПроизводствоРаспределительный центрОфисТранспортная службаУчебный центрКофемания более 22 лет задаёт тренды на рынке, а наши профессионалы работают на самом технологичном производстве с лучшим мировым оборудованием и ингредиентами. В кондитерском ателье премиум-класса Cake Buro от «Кофемании» во главе с Шеф-кондитером №1 в Москве – Еленой Железняковой, ты сможешь работать в команде лучших в своём деле! Что мы предлагаем:  Обучение у известного московского шеф-кондитера - Елены Железняковой; Стабильный доход, оформление по ТК РФ (оплата отпуска и больничного) Компенсация проезда до место работы: кондитерский цех ""Кофемании"", м. Строгино; Много бонусов: бесплатное 3-х разовое питание, медицинская книжка и форма, корпоративные скидки; Удобный для вас график (2/2, День с 09.00 до 21.00 или ночь с 21.00 до 09.00); Комфортные условия труда: столовая, зоны отдыха, душевые, раздевалки, шкафчики; Современное и высокотехнологичное оборудование; Реальный карьерный рост; Работа с лучшими продуктами со всего мира; Корпоративная скидка в наших ресторанах и спецпредложения у компаний-партнеров.  Что вам нужно делать:  Качественное приготовление кондитерской продукции согласно установленной рецептуре; Соблюдать санитарные нормы и правила; Уважительно и бережно относиться к продуктам, оборудованию и коллегам.  Что вам потребуется:  Готовность работать в команде; Желание расти и развиваться в профессии кондитер; Профильное образование будет преимуществом.    Стань частью самой известной и успешной команды ресторанов Кофемания! Приведи в компанию друзей и получи 20 000 рублей за каждого сотрудника.   Наша вакансия также подойдет вам, если вы искали: работа повар, пекарь, кондитер, кондитер-скульптор, шоколатье, скульптор, пиццайоло, тестомес, тестовод, булочник, хлебопёк, грильщик, заготовщик, повар горячего цеха (г.ц.), повар холодного цеха (х.ц.), су-шеф, работа на супах, мясника, М/Ц, Жиловщик, Обвальщик, Рубщик, сушиста, помощник повара, повар без опыта, кейтеринг, повар в компаниях: White Rabbit Family, Lucky group, Буше, kosmos kitchen, Novikov Group, She, Ресторанный Холдинг Тигрус, Alba group, ПушкинЪ, Гудман, I Love Cake, Брусника, Северянине, Доктор Живаго, Сибирь, Osteria Mario, Пятерочка, Перекресток, Ашан, Вкусвилл, Магнит, Лента, Глобус, Окей, Азбука Вкуса, Мираторг, Велком, Мясокомбинат, Мясной дом, Рублевские колбасы, Ремит, Черкизово, Петелинка, Троекурово, Дымов, Останкино, Коломенское, Мясновъ, Мясной гурман, Мясницкий ряд, Русагро.  Ждём в команду!          ООО «Азарика» представляет бренд Кофемания"
